# Segments csv created Sun Mar  5 10:54:31 2017,,
# num_ytids=22160, num_segs=22160, num_unique_labels=527
YTID,start_seconds,end_seconds
8y36aT4C_c0,30,40
8yJDa6Jb_1Y,200,210
8yRROnG0-lA,30,40
8ySFFOeBGEs,30,40
8yiJOImd6k0,30,40
8z-7VW_4-zM,300,310
8z2yFtX66C4,30,40
8zGJ9N7c6pE,20,30
8zJv0X4EZPI,180,190
8zcogfmAD_o,180,190
8zn9L4SRjCs,0,10
8zronW6HcmU,20,30
9-9J6nPdCN4,100,110
9-ZM0E1btNo,60,70
9-ymRm0OHgY,580,590
90Cb7iPCE_4,30,40
90Ffw3_Veq4,90,100
90JreF-DDsw,30,40
90WuJr2Me10,110,120
90pIXbNzT-M,30,40
90rgiP6MPM8,0,10
90wsfIQ0kHs,30,40
910QkCqm70g,30,40
919RleFXcNM,380,390
91AmOKytRUM,0,10
91FtvAfmI6s,540,550
91Gqo2d-Ito,280,290
91J13TaWA54,480,490
91JI0Z4XZAM,140,150
91Qp8XUskXo,20,30
91RY97QQ-oI,160,170
92QYLjfo68Q,30,40
9332PjiYkhI,210,220
93VErcb3CiI,40,50
93X6stMF9xU,30,40
93b0scnqSOw,30,40
93vYcBbPDwQ,90,100
940MNbCeobw,0,10
949zqB0GlGE,460,470
94MQpuIA1ls,17,27
94Y_QnedxB8,11,21
94v040UK918,260,270
94xXQbgs9Fo,40,50
94yctzPL91s,380,390
95MSkigqNQE,210,220
95ThRxhl-ug,170,180
95d0TCy_76c,21,31
96O73OrYMH0,0,7
96vB5wR_J4w,290,300
96wvFLNGfRw,0,7
96zsAM96ywU,40,50
977zYEqpsSE,30,40
97HvGCTb-9s,140,150
97JM0wq8ok8,30,40
97PWYh5brJE,150,160
97PvmmLm0MQ,20,30
97WDHopf1rA,100,110
97ddBh0eOiE,530,540
98UFwLGP2dM,30,40
98YBS2tdpdU,120,130
98bYjzr75n0,550,560
99LO31aXZcc,210,220
99ZgIQwLC60,20,30
99_AiUytWXU,70,80
99w08FiKJXE,420,430
9ANnmOAB8js,30,40
9AOscWZLuk8,60,70
9BHvpWP2V9Y,50,60
9BWFVJvXFMc,80,90
9Bg7XK1Uoyw,10,20
9BkxqopOLQo,40,50
9Bln0rDEx_o,30,40
9BzZvj5W09s,60,70
9BzcbSy8VO8,30,40
9C8NsgYkBko,30,40
9C9RrEXP2hg,130,140
9CCRS3MCwXI,30,40
9CJu43AvIds,30,40
9CRvkgEi72k,90,100
9CcSkV7t_dA,10,20
9CkvESV5cac,30,40
9CpsPgXyIm8,20,30
9CvZy7Z-ORs,120,130
9Cx-qZZAyQg,30,40
9EE6lOjNHns,10,20
9EL4CjdAyxo,230,240
9EPeINaUEwk,360,370
9ESJhWfQaKo,310,320
9E_HGXuLslw,30,40
9EsNtRXnYbE,30,40
9EzV2FqY2y8,110,120
9FH7i5Q4rGI,190,200
9FpX26dPaSQ,30,40
9GDRusES-D4,0,10
9GKalHsMARA,60,70
9GRNQKSsbvU,30,40
9Gp3BkRZt14,50,60
9HMDV1vwvsA,70,80
9HQNvz4eZPU,190,200
9HaaxzC9uRY,150,160
9Hg9zL9o7-A,120,130
9I4Lo0lzFwk,310,320
9I85l6UcYDU,30,40
9IFnYvr7xBM,0,10
9IGdJFFNhMU,230,240
9IQYudemLDE,10,20
9IRBsw2E-qw,330,340
9ITN8PpNWrs,40,50
9IVYGuEjmX8,100,110
9Idz7KMPEP4,6,16
9InBmD_Miek,280,290
9Iqde3SX3v0,20,30
9It3a2bN2Uw,90,100
9JMbARk-xd0,100,110
9JShnT8rnJE,30,40
9JcNVGYIyh8,240,250
9JckqilwSI8,30,40
9JeN1ld-3fY,280,290
9Jg0WFdSeHA,70,80
9JlifkCmUOk,290,300
9JrBWGrC4-Q,0,10
9K8EePrEDdo,330,340
9KD9_wsWudk,70,80
9KK6rg03bC8,400,410
9KOVeB4rAQY,240,250
9KOhsDyE_f0,40,50
9KSO1R50AXY,0,10
9KclZjqfBs4,60,70
9Kdg5U8AXrQ,280,290
9KrN9OBhpyQ,170,180
9L3EMXLufVg,0,10
9LDw8ke99oA,70,80
9LjtYPOyO0A,30,40
9Lst8RagMYs,500,510
9MEz64w8V_c,30,40
9MVCwolWlLE,6,16
9MX842-iIuU,30,40
9McKGpiKI_k,17,27
9MfCFePHNdw,240,250
9MpnpcCLvtM,400,410
9Mvg5bcwvRs,10,20
9MvouDWFXwk,590,600
9NT6gEiqpWA,30,40
9N_TJqb8gkU,20,30
9Nrh9Fmkhbk,80,90
9Nw0H-NeX-4,30,40
9O2Keu6o3i0,170,180
9P286DXo8Nk,60,70
9P7HzRf3988,40,50
9PMoI31ncIs,30,40
9PQZSLa_A8A,130,140
9PSkAJ2eqnY,20,30
9PXdzAsN-Ss,0,10
9Pd12SkMum4,100,110
9PyWiDtI0dw,30,40
9Q1OtQgAWMs,60,70
9QYo50tFm6w,30,40
9Qle4fgMbzk,0,10
9RBzsjga73s,10,20
9RWKKKiG4_A,370,380
9Ri_DUptMTo,120,130
9Rx57dlJtIA,80,90
9S0IuxfSmpw,30,40
9S1BddmLYMA,60,70
9S9-smHVvaw,150,160
9SPW0k3Bqyk,80,90
9T2ArE50xW4,20,30
9TA7XP_PHm0,20,30
9Tl2l3bsLpE,60,70
9Tn8w3kI36Y,190,200
9TyJBWp_gUA,30,40
9UCLvFqkFxk,140,150
9UCRMbF3egE,110,120
9UEqvyekXt4,30,40
9UMqhnu5WpA,120,130
9UOPRQhNzQ8,30,40
9UP7L34-zus,250,260
9USbtibAN-s,250,260
9UanH79U3H4,30,40
9V7cUY986Ec,0,10
9VJL-ktypNw,0,6
9VTl3KBJPXU,10,20
9VUjBq2Mt-U,0,10
9VhEJeEQ4yU,30,40
9VwjH2kglAA,10,20
9Vy7UgCwEkk,10,20
9W--1bU_zjg,550,560
9WAK0ufttVQ,40,50
9Wfg4h6CVqo,30,40
9Whj_3-js9U,10,20
9WoHIoVmHIA,0,10
9WzzYYWpeyA,130,140
9XXTW8mZrL0,50,60
9XZnMrOH0-c,50,60
9Xeq7cSFppc,30,40
9XsKaKwCUiw,30,40
9Y5H4t_0dDw,190,200
9YFQS6Ix-tg,480,490
9YFmBiwFam8,130,140
9YG2BVRepYQ,30,40
9YMiBYWy8vw,400,410
9YYMQCcK8VY,20,30
9YnYlDFKn-U,30,40
9Z3NzQcD_Ms,60,70
9Z6Q0X60rmo,180,190
9Z7UYez0FUM,30,40
9ZBR-dTCPrg,80,90
9ZDIPNrat7Q,30,40
9ZGnzX546fA,60,70
9ZHO8OLj8Mg,50,60
9ZHb9uNGdhE,90,100
9ZLhBqM1GIU,30,40
9ZUzftiN2uw,10,20
9ZXylB7bgX8,30,40
9ZbnhpuOoEw,520,530
9ZwZijSOHtU,140,150
9_KKDpvV4i4,30,40
9_XnJpdB-1M,30,40
9aj2vwm0GnU,30,40
9aoLlAc64hQ,60,70
9avOnbp3NA8,460,470
9b0eMAf1rXo,300,310
9bEc6mhrnLI,400,410
9bIchzOP8PA,20,30
9bSIyQR9ns8,30,40
9bSycck3vkE,140,150
9bXaY5f8Ok0,210,220
9badbJVJ0RA,0,10
9cCvPng7sZs,30,40
9cOXbQSEQ0M,40,50
9cojCCMSABc,30,40
9cyNbQPLWhA,30,40
9d5q16pnFZM,30,40
9dDJ21ZRElc,0,10
9dheYccfQWo,10,20
9dx9IhSqwC4,30,40
9dzNWsw-W58,270,280
9e8e_pl5oGs,470,480
9eY__Y9Zl2Y,450,460
9e_oy8KyCgU,400,410
9ebERNtJ86Q,30,40
9fCeKjsSYQs,110,120
9fHjaYUXAXY,190,200
9fKEQbSN_vg,30,40
9fWgkD6nYTQ,140,150
9gPLJUHl8Io,70,80
9gPyrJzct_Q,270,280
9gSOOPDuD4Y,180,190
9gfnmVB5q3c,30,40
9hCnEfZFZ04,30,40
9hJigrKndKw,30,40
9i3KpW0OXhA,290,300
9ipmg9ilx-Q,30,40
9iwPcdG91yg,20,30
9iyQiuuF_CE,10,20
9j4IROLuOkE,10,20
9j7SlKOpfw0,30,40
9j9rJBXoYVg,30,40
9jDguGDaxm8,430,440
9jUZDyUOqRg,180,190
9k22J638qjc,40,50
9k9HrSNzM_k,0,3
9kKFalYJKmE,30,40
9kLbnqoMy3s,480,490
9kSXjmBeUdI,30,40
9kjfu8TUTYk,22,32
9krF2SQUyjU,150,160
9kt7rsziUVQ,140,150
9lD1bEZmvzM,20,30
9lg5Ki-WwH0,30,40
9lrOSagI8as,0,10
9lyInomv__g,400,410
9m0tNvskmTc,400,410
9mHCbvooMnk,330,340
9mKh-VUji5c,20,30
9mm8Ls28j2E,110,120
9mqA4YdX444,160,170
9n-7KuMjTN8,460,470
9n3eI8HCxm8,90,100
9n8SD0d81ag,90,100
9nVpyqfyBSE,0,10
9nYeNrZ4EPY,5,15
9nb_w3P7iA4,4,14
9ng2jhBIWgk,210,220
9npXuzkn0iE,30,40
9o0Dg9GhEx8,490,500
9o7PgwVy_h8,6,16
9o8sSFDAp14,30,40
9oGVu-J7b-M,130,140
9ogEGxsJcSY,30,40
9ohu45KlgYA,120,130
9oiSwXk8Nsk,590,600
9oxMZQOS6sE,130,140
9p_cncTuSVU,30,40
9pcuvLLUPS8,80,90
9pprRV_MQJo,180,190
9qD1Q8z8MFQ,30,40
9qLMooHY12Y,0,10
9qVi0zy9K3c,70,80
9q__LUedHbc,20,30
9qlE2Nj0d78,8,18
9qtSLOFY1Aw,40,50
9rUsEMsdGnU,270,280
9rVmT_jQlkM,80,90
9rgB0wKU1-g,380,390
9rv7XvAfGOw,30,40
9rvi7aeLIeM,4,14
9rwfy8B5EB8,280,290
9s1FsAilsEo,200,210
9sOJvpEBxQM,180,190
9sQVpi07Jx8,30,40
9sX_nP5VBbA,30,40
9sa_1TmY588,200,210
9tQWOFqQoIU,30,40
9tYJ8G9i5yc,30,40
9tlHzTPksMI,4,14
9tqxUvjZfNA,30,40
9tuMwVh2fhs,50,60
9tuceHq8HX4,260,270
9uSqapjvYrg,420,430
9uToez74x_M,30,40
9udlcVVxlMY,300,310
9urECCI7_EI,80,90
9uyr2cHDfSc,1,11
9vLYejPyQ4U,20,30
9vPg3ePBCPg,590,600
9vRBxzrqjlQ,350,360
9ww0jrYLgZ8,30,40
9x1jS5OMuJA,130,140
9x7jWb4lE7c,220,230
9xAEevva1Bc,120,130
9xATJGoL-nI,0,10
9xD9JdbVMn8,110,120
9xDuJoee3bU,30,40
9xFXcBNlcqs,0,10
9xO4zF1fJgA,30,40
9xjDYfAl0ig,30,40
9yY9mjvbHEg,240,250
9yaibWt53S0,60,70
9ytXL68ZCPQ,0,5
9zOzcJmonBw,30,40
9zZ2FgxcYpI,20,30
9ziKfjHWqZ0,40,50
9zmQwBUFwd4,0,10
A-0Ay8G48wo,180,190
A-7dmBdsFXc,70,80
A-E7TsAkUT4,15,25
A-bGGHMIiIo,40,50
A09VB0vE1IE,0,10
A0nyd2czzaM,30,40
A0wAQLEB43s,19,29
A1LXWbDIMVQ,260,270
A1MF0JXg6UA,30,40
A1ak2lKtjTk,30,40
A1lP4epPr7E,30,40
A1yf7Q7uQkY,30,40
A23YOimbQaY,140,150
A264Vw5WdY0,30,40
A2Iooyicv8Q,30,40
A2UZZWt3QiI,30,40
A2WdjyKQ57A,130,140
A2bI-MIIJfU,30,40
A2pgKzeDRqg,80,90
A2uvHpNLQIg,220,230
A3Li869kKPU,30,40
A3S9EpTy02M,30,40
A3WrL_VcxsA,30,40
A3uHnpjXysE,8,18
A3vsvL-Yx0Q,30,40
A437a4Y_xag,230,240
A446kjocnCg,10,20
A4YYd14IWsk,30,40
A4d6LMzHH48,80,90
A4fzBHMMhsw,240,250
A4hM0IWnljM,10,20
A4sXDN1fHLo,30,40
A5HWgcz4RaA,40,50
A5Qj7kiSCjU,80,90
A5fPSkTvjmY,70,80
A5orLtocLMA,27,37
A6BjDtwRfJ0,30,40
A6HJBIU1rD0,40,50
A6OwAYxE2x0,370,380
A6Rz-eic_zE,10,20
A6nJlrHWH7o,30,40
A7F5i0yASIw,350,360
A7MEvndl2bo,30,40
A7NFtdX1FbU,50,60
A7WLWki4CjA,10,20
A7fMNwT9eac,30,40
A7v7zrZZEjA,10,20
A8-9RIidXLo,100,110
A8CJ4YSsUgs,200,210
A8ED8Iix7XQ,190,200
A8P5zzHCjJw,30,40
A8YKq6qnv1g,40,50
A8hemJIOtdo,280,290
A8k8WW1zUtg,40,50
A8sju2x5nhE,340,350
A8xk5lx7CZw,30,40
A908YQUoJLU,180,190
A96UdAiDxfI,30,40
A9CI35TGyOo,0,10
A9e9JZBAIh4,30,40
AA8qR5FK4j0,30,40
AAB0AZGxF6w,200,210
AAD-o7kW39E,30,40
AAEi8dByzyI,30,40
AAFsg91kje4,30,40
AAR8DtMEzCg,30,40
AATRh0Nfkno,30,40
AATdlGzJZNw,30,40
AAdfuS_YW3c,30,40
AAfHY3JRgmQ,30,40
AAqDGzjatbw,50,60
AB3JPnLZ_Q8,10,20
ABC0BukoeRQ,20,30
ABHBmupT2ok,30,40
ABVYSaLu_VM,10,20
ABWE9tjTvuI,130,140
ABd5jU8TLB4,30,40
ABkrpc2QV7Y,20,30
ABrN6IY_pfE,180,190
ABs2ECDx-EQ,30,40
ACF0RvXLuWg,30,40
ACNcxeQ-Rns,20,30
ACRVDkx8Au0,10,20
ACVaz7n54Eo,30,40
ACWbGbxw88g,150,160
ACWpfJFrNJE,0,10
ACXLn7Ztu3k,30,40
ACm8QhYSQcQ,250,260
ACnNYVsurTE,30,40
ACtaY0PX6Lk,30,40
AD5Tc2TDCmM,30,40
ADQDLdfQHco,10,20
ADjFIZCM-f0,470,480
ADnh2FcZwLg,230,240
AE42pBEQ0fU,30,40
AE4_eiiq7tI,30,40
AE5oZzfu2-E,239.8,249.8
AE9xjrlN_T8,30,40
AEGHk8z6Sbc,230,240
AEMzmaMsV9M,100,110
AEPQ1U4qFUQ,120,130
AEVz0KyQDt8,120,130
AEYErk0n_-o,30,40
AEsAzMOCiy0,30,40
AFJ0bxsunTk,40,50
AFW2uLc91QA,30,40
AFWy1qyyMHE,30,40
AFY3Mn_j0e8,30,40
AFjoHTokpt0,30,40
AGCk5McDbng,9,19
AGHHdzjFNGI,340,350
AGSTHhpO1U0,30,40
AGdTIaK5sDk,30,40
AGfOAoOIUkU,310,320
AGyxlgx7DFU,0,10
AH00J1t0A2o,310,320
AH6Xnyj6Ykc,30,40
AHWPmxdma-Q,17,27
AHb6Z-g4QQM,5,15
AHmcuClSTL4,100,110
AI1RzsszvGM,80,90
AI9P6HoiJy8,30,40
AIMIlhgoYIM,210,220
AI_3UF5siuA,40,50
AIthc77KW8w,0,10
AJ5QYVaZWp8,50,60
AJJpDQfnx-Q,220,230
AJROvxlmo40,570,580
AJTU5RhF3S4,550,560
AJm4rjy-yVY,340,350
AJtOE_JSAhw,230,240
AJzwtVxRLVU,30,40
AK0aZ--9C6g,30,40
AK6S9-rWp-U,30,40
AKMuR1-yWAc,420,430
AKNRlnISKmo,12,22
AKj36GJj_i8,30,40
AL-xTyT47d8,40,50
ALGwFkuKjcM,30,40
ALSQ1tn_OkY,30,40
ALjgoKbg4h4,180,190
AM5rcp75xBE,30,40
AMCeEoOgSvc,80,90
AMIjyTnWQAM,220,230
AML-vh5DOVc,230,240
AMWBx1516Bc,30,40
AM_8JACTDh0,30,40
AMd1WyLu_XU,30,40
AMiwSqHTAs8,30,40
AMlEYu3Qm54,0,10
AMso8W3_2mk,30,40
AN7p0dG601Y,30,40
ANEGhfyLvSA,30,40
ANNgKbPavbY,480,490
ANaaOqwO0Uo,30,40
ANvGzVp_Ti8,0,10
AOBITNYe9Io,30,40
AOFRlvrRb_o,30,40
AOHOietFz0k,30,40
AOHy4Ca9bkw,0,10
AOL8Om5Cs8E,6,16
AON37kCpOBw,40,50
AOS2pveakKg,160,170
AOTHPLM0v_k,30,40
AOgbZUl0y0A,30,40
AOxNGED0RuA,30,40
AP8todOyU78,0,10
APLVQSoWj9k,30,40
APQkPSmLzCM,380,390
APSbmhJam74,30,40
APYXZHZPCE4,50,60
APetMMb1Z7M,230,240
APgSOmHGSiE,30,40
APit6hIABQA,180,190
AQP3QOPW7_0,140,150
AQTtrao9Wvc,16,26
AQq_en5-zr0,90,100
AQsybSUDCiQ,10,20
AR1ATLH-czY,30,40
ARXTRdKCupM,30,40
ARXXXMoqKig,30,40
ARaYBPd898A,17,27
ARl3lwUhl_A,50,60
ARtRoz6pQMI,30,40
ASA0D6rf3RM,280,290
ASHHUdJ6tYg,520,530
ASZJ4bES8Kk,30,40
ASfZSrB3ttk,0,10
ASgLbz48BaY,30,40
ASh4LxB8vY0,30,40
ASpHEHMNGNY,330,340
ASzOY50Dg38,0,10
AT8qq_qCiCk,30,40
ATAF6Wp31ZE,70,80
ATDi-irUEWc,30,40
AT_076RUWPs,30,40
ATbEwmTJwD0,30,40
ATcJtQMfKQc,30,40
ATf3BbIGi6M,90,100
ATio6IpLghw,430,440
ATv4yWqY0N8,30,40
AU9js4QGUCQ,27,37
AUF2dtKGH-o,30,40
AUNK8dJzjLo,30,40
AUPmWhim37Y,30,40
AUcEDg2iJWg,20,30
AV-A9n7szrI,70,80
AV18vFmDXPM,140,150
AV76SZTw6z8,30,40
AVH1UWCXkbA,10,20
AVIplOV78Rw,50,60
AVVfOYSmexM,30,40
AVbNj9FigS8,30,40
AVogdV8khxc,30,40
AVsNJgR_K6w,30,40
AW3agv6wpyw,140,150
AWStoVh8r3s,30,40
AWjbtXIIE54,26,36
AWu1Gy0dajM,30,40
AWvNyjg1xdM,30,40
AX0gK-owIMc,140,150
AXZZEpGR2Z8,30,40
AXoYmzIVeuo,3,13
AXrCD5KNLxQ,30,40
AYU0Ajfl0RU,30,40
AY_sCyNNOZk,160,170
AY_yCk4eTTI,60,70
AYfl-pESfzs,70,80
AYyX_Hj7aSU,21,31
AZ6WwVRKWV0,23,33
AZDQxoDF5lA,30,40
AZGhqgd9gMk,30,40
AZL_Zm2UIvw,30,40
AZO6ch_ocWg,200,210
AZO8sfmpKIQ,30,40
AZWvTwtpTPY,160,170
AZuUtYIw5kw,60,70
A_8Ce_kdBs4,30,40
A_NkQM85g6Q,30,40
A_WqrhcgNMM,280,290
A_Yd5huF2Pg,30,40
A__ad2L5XDc,30,40
A_gCnyI9LkY,100,110
A_vXA058EDY,30,40
A_w4SS2R6LA,140,150
Aa8lvl6b-iM,120,130
AaT0JrbUCkg,60,70
AaUZb-iRStE,80,90
AaVUuKl8294,30,40
AaajkQEU3A0,130,140
AafHy3_jyRQ,30,40
AagemOzvoZE,30,40
Aai257FTBiQ,80,90
Aak-VLHtFPM,70,80
AaqfoHudOPI,30,40
AareFwTIg1s,90,100
Aax8cjFZZ2o,0,10
AazEalrc1nE,30,40
Ab51oVS98Qo,60,70
Ab8b-FZ_9e8,30,40
AbG_0FORsu4,350,360
AbNB97ANUDA,0,10
AbWy9LUeDGE,50,60
AblzVPbAyUg,30,40
Abq_eNnRaXc,30,40
Ac2qvDbXmoY,30,40
AcIe0CzLg60,0,10
AcO38gxUdoo,30,40
AcYTVEdlGE4,580,590
AcYmsXCjF0k,30,40
AchH6Qd0htw,250,260
Ad3cReOBK48,280,290
Ad5hx94slMU,140,150
Ad7eEJyLcyw,30,40
AdTSpfTB0C8,190,200
Add11iatg0Y,50,60
Ade0UZnb6dw,30,40
Adwe0AR0tRw,30,40
AeBtC5LMsIc,10,20
AeLvUayUxy0,0,10
AeWRWWba3z4,30,40
AeXpy3nQbW0,0,10
AehuCjMsKUs,20,30
AemcWVbB2zI,30,40
Af1h4ibpKJA,0,10
AfFbqm-j4AA,40,50
Afmp32GPijM,210,220
AfuX5dXSUE8,0,10
AgJH6Ul1EFg,130,140
AgLm7rSg5JA,90,100
AgRd-3NwxCM,30,40
Agi5ySKb1tY,23.7,33.7
AgiVUUy1uIs,9,19
AgtjkahTVVw,170,180
Ah304Vt9l9U,0,10
AhObH_gupBE,480,490
AhOkbJFYv_Y,120,130
Ahs54oWjuUo,30,40
Ai3n8czRId8,100,110
AiGF0850kT8,6,16
AiGGDpbgp6I,140,150
AiQoXi32QIA,0,10
AiT4seZGR2w,220,230
Aj5LEacM4aI,10,20
AjDRLmZVHjI,9,19
AjHS7UZbW74,310,320
AjL9vvmfSsw,0,10
Aj_pcXRx8Pw,30,40
AjxTxv06KNU,460,470
Ak4Ld5mMqVI,23,33
AkHaDKuiE_s,60,70
AkMDZYZraRo,310,320
AkWEga9gUIQ,0,10
AkbCw7oVkw0,30,40
Akg1n9IWSrw,0,10
Akx3uwhohmU,28,38
Al2qQMp2RUA,30,40
AlI7_vIYjro,20,30
AlVr7-ntuqw,30,40
AlbnLVv3tpY,280,290
Alu9CCZUQ7g,19,29
AmF2OyiHLP4,490,500
AmGaTVVPQL0,220,230
AmJ3gQTMWAY,28,38
AmMeqzVMPRc,10,20
AmP1CbovFcs,230,240
AmQiS7H-d9M,280,290
AmVx9Qy86r4,30,40
AmjOw_qq0mY,430,440
AmoaUQ8MIQ8,550,560
AmyTCJlaz2g,570,580
AnCseeXiaho,70,80
AnSgRexnP64,30,40
AnamA0tQL2g,30,40
Ao9pQPwLNHA,30,40
AoIM2lMQbso,10,20
AoSIhCUpTYo,30,40
AoYY_cXwZPs,30,40
Ap4nvdEotqw,3,13
ApDJYsi9UGg,30,40
ApJA85gwNFo,30,40
Apd17vHNhMM,30,40
AqEKRa-YIis,60,70
AqSV_WKZxEc,30,40
AqYtUrWUX_s,0,10
AqfteuxjI2g,0,10
AqmpvjeRVtY,30,40
AqrxyJJ68xU,30,40
AqwOCxkhrjI,230,240
ArBDKeED_xA,70,80
ArE_BqO-YPk,5,15
ArIES6ScYzo,330,340
ArQemnqgVbM,60,70
AriWjU24Wgc,350,360
Aro-HcWNsHI,30,40
Arqb86BoEdA,30,40
ArsKCV3rkc4,30,40
ArtL_qXq5Rk,440,450
Arx-VzOR4O8,30,40
AsAoyL1GXQc,160,170
AsOyt_aFuK8,30,40
AsQXL6yXbvs,30,40
AsSPcPFgGdE,30,40
AsruYi3jygk,30,40
At88LS5okRI,120,130
AtAMCrBszqk,240,250
AtBhjH3D0RY,10,20
AtCS6gTpRLU,10,20
AtJ2RXQ98kY,30,40
AtWf5OAE8aM,30,40
AtdCLd4StZk,130,140
Ats8Yb9WrDU,40,50
Aty2HP9Zr7g,30,40
Au32Qi1j8Z0,210,220
Au5NjQaR_T0,340,350
AuAhSdfY-rs,0,10
AuEPed8B0kw,30,40
AuG9i5cwGW0,230,240
AuJ8X3TK3cU,40,50
AuVMi3pniEc,230,240
AuamD1PgG5I,60,70
AuevjJVdbyk,250,260
Auwh2STvWFs,30,40
AuwwPMrH5sE,170,180
Auxntwy0vKk,30,40
AvU6bhvYl6A,7,17
AvUZN3f0YmA,510,520
AvcWMcfKmhc,22,32
AvnXQjeIqEk,30,40
Avs_-f9_n8A,30,40
AvwdLQP-Mlg,0,1
AvwkPNFe63s,30,40
AvyB5a_HcFM,110,120
Aw0eXIShRzk,15,25
Aw2ctwyhe28,120,130
Aw7lwJt-pfI,10,20
AwPgz95txYQ,8,18
AwSbAL6aUb4,0,9
AwcuLXAPFDs,30,40
AwgJLNHUViU,60,70
Awmz5L-c58I,40,50
AwtHdODObEw,30,40
Aww5-8rdUaU,30,40
AxMMB8fgXPI,20,30
AxSqsHVKgpc,0,10
Axov9pRGK7s,30,40
AxrZJAOUe5w,490,500
Ay3aLiIhTv0,210,220
Ay4QYnjYzR0,110,120
AyCtV9mKAmk,30,40
AyFk10RjRS4,30,40
AybghhhxlhU,30,40
AynZGrvHIjs,21,31
Aysvc4tVke8,170,180
AywQ34L_nYg,50,60
AzGtPHlrlzU,70,80
AzZsdF3nf9g,30,40
B-3Rsam9FxM,310,320
B-EO_CbvXnA,30,40
B-Id6gGDi9E,15,25
B-PyuipIQYg,30,40
B-XS7rGmG0o,30,40
B-ZiKpMIw6I,480,490
B-ryQi6V7nA,30,40
B-taUyzj_yc,30,40
B0OKth2k2-w,30,40
B0ay3dJ4T4Q,300,310
B0eRIO4kaSk,70,80
B0f3QYWaCJg,8,18
B0jOLTYnbOw,200,210
B124lzkVThY,0,10
B1L0hb8I7KY,160,170
B1ixRtiUJ-U,30,40
B1lSqZqY-Y0,13,23
B1nTZdaKICM,30,40
B25RukLTrYk,190,200
B27Rhx0m4dw,0,10
B2coTw0cSWs,30,40
B2yLFcmZ51I,100,110
B2zlyUiQ-r8,100,110
B3CwXuvzvHI,17,27
B3WaJ_3M0vw,30,40
B4KIQtk7fT4,230,240
B4M6vp3coH0,30,40
B4a0bqOCJdY,40,50
B4b7BVwW4eI,30,40
B4k036R3wQE,18,28
B4l-0zH00nI,110,120
B4lGhVjoMTk,210,220
B5D1Er0X8FM,410,420
B5XTBvnpwqU,20,30
B5q2_BUZavk,7,17
B610gp0IKZE,21,31
B6Bgv9gGCmY,370,380
B6LfW54PyZ0,30,40
B6WIVlPDou4,0,10
B6ginKdsPRE,120,130
B6mlTpJ-b7s,10,20
B6ztq8nBfBU,20,30
B6zvUOhpdp0,30,40
B71qY7EU7jE,390,400
B77LXsUegag,30,40
B7HEn8biLrU,11,21
B7Q9T0nzwjk,280,290
B7ZNC8h8Mmw,130,140
B8IjOrrHbfY,20,30
B8QSRndv8mM,280,290
B8dq3Zi_NDA,30,40
B8vWu_8foaA,30,40
B9GItZg1U_o,70,80
B9IAl-ygE2k,10,20
B9K58KYq-Cs,320,330
B9ME0Vcm_xA,190,200
B9ZQcIBD4rA,30,40
B9n4a5ciI48,16,26
B9rbaii1uZg,230,240
B9sno0As9PY,30,40
BAB5U7kCOH0,380,390
BAVk6o3ZhMw,120,130
BA_nJrD4lQQ,40,50
BAi-G6k8XWM,30,40
BAsBsxsPLno,30,40
BBHrgydyuW0,30,40
BBSApRvkaqY,210,220
BBYIJjcxapk,30,40
BBcXJhZHNZ8,0,10
BBdwfm_jsns,30,40
BBlzg67T3aA,30,40
BCUBbqEk5do,10,20
BCVE9BA7wyw,30,40
BCdLTNK_S0c,30,40
BChhAS1sFvA,530,540
BCjak4QKscc,30,40
BCnP8sqnHcw,0,10
BD2mfuPbL4c,60,70
BDdBGKVQw_Y,30,40
BDk9MPt_gCc,30,40
BDmigkNdKSo,30,40
BDvQNm7FggM,0,10
BE3cTqYfb0c,30,40
BE75JIPnEas,30,40
BEBOP2QIhFU,240,250
BESIHimtRBM,30,40
BEZdszHKGTQ,20,30
BEhIGoq9tow,160,170
BEjKBSLm2fc,10,20
BEkQvavvSng,120,130
BEuIJ5dw5kY,0,10
BF7sh0Ugn-8,230,240
BFOkpi3oZBI,6,16
BFPSKB99Anw,0,10
BFTUm16hXWE,0,9
BFWN_OXjYM0,17,27
BF_i_fA_VNE,30,40
BFti0v_mGeM,390,400
BG0FlwMkpVk,30,40
BGA402wm33c,30,40
BGK47EibWeQ,110,120
BGag_9faOuA,7,17
BGkXV9_wf9g,30,40
BGmZ05m1-8M,250,260
BGywP1-ZPAk,30,40
BH0rbQ6zHlw,13,23
BH9nlxRHPD4,90,100
BHH8J89mAFQ,460,470
BHdBxcV5fIo,0,10
BHoQSFUkZvs,100,110
BHqX1Jxxr5k,160,170
BHzBaqR47Xw,30,40
BI4fjQBZliY,30,40
BIK1Ds79KVM,120,130
BIV3t1tHTT4,100,110
BIX92PE-Zj0,30,40
BIaloqYG5DA,30,40
BIjHTZsmleI,330,340
BIkgkPAlg9U,320,330
BJ1WRCNpY1I,160,170
BJ8up8BXMjg,570,580
BJAIuP5qWUk,30,40
BJIjBi5qwDQ,190,200
BJOZV4-zOpI,4,14
BJVFqd7WYxA,390,400
BJ_tFJ1tRBE,30,40
BJiPVGwmnU8,130,140
BK5mKgdB4bw,380,390
